,date,ret
0,2001-01-02,0.0
1,2001-01-03,0.1051873192191124
2,2001-01-04,0.01043024752289057
3,2001-01-05,0.01419354882091284
4,2001-01-08,-0.003816793905571103
5,2001-01-09,0.05874840542674065
6,2001-01-10,0.02050663530826569
7,2001-01-11,0.04018912464380264
8,2001-01-12,-0.02727272734045982
9,2001-01-16,-0.01752336509525776
10,2001-01-17,0.007134363986551762
11,2001-01-18,0.04840613901615143
12,2001-01-19,0.09909909963607788
13,2001-01-22,-0.01434426195919514
14,2001-01-23,0.007276507094502449
15,2001-01-24,0.03921568766236305
16,2001-01-25,-0.01787487603724003
17,2001-01-26,0.03538928180932999
18,2001-01-29,0.0078125
19,2001-01-30,-0.01744186133146286
20,2001-01-31,-0.03648915141820908
21,2001-02-01,0.02149436995387077
22,2001-02-02,-0.02505009993910789
23,2001-02-05,0.01849948614835739
24,2001-02-06,0.01009081769734621
25,2001-02-07,0.03396603465080261
26,2001-02-08,-0.03768115863204002
27,2001-02-09,-0.05020080506801605
28,2001-02-12,-0.006342494860291481
29,2001-02-13,-0.00957446824759245
30,2001-02-14,0.003222341649234295
31,2001-02-15,0.007494646590203047
32,2001-02-16,-0.02550478279590607
33,2001-02-20,-0.02508178912103176
34,2001-02-21,0.00671140942722559
35,2001-02-22,-0.01888888888061047
36,2001-02-23,0.0283125713467598
37,2001-02-26,0.04955947026610374
38,2001-02-27,-0.003147953888401389
39,2001-02-28,-0.006315789651125669
40,2001-03-01,0.006091101560741663
41,2001-03-02,-0.04501184448599815
42,2001-03-05,0.01323042996227741
43,2001-03-06,0.03482045605778694
44,2001-03-07,0.02103049494326115
45,2001-03-08,-0.02368692122399807
46,2001-03-09,-0.04324894398450851
47,2001-03-12,-0.08379272371530533
48,2001-03-13,0.04332130029797554
49,2001-03-14,-0.003460207721218467
50,2001-03-15,-0.005787036847323179
51,2001-03-16,0.01629802025854588
52,2001-03-19,-0.004581901710480452
53,2001-03-20,-0.0299194473773241
54,2001-03-21,-0.04982206225395203
55,2001-03-22,0.07865168899297714
56,2001-03-23,0.04745370522141457
57,2001-03-26,-0.00883977860212326
58,2001-03-27,0.03901895135641098
59,2001-03-28,-0.04613734036684036
60,2001-03-29,-0.003374578198418021
61,2001-03-30,-0.01241534948348999
62,2001-04-02,0.02057142928242683
63,2001-04-03,-0.04367301240563393
64,2001-04-04,-0.02693208493292332
65,2001-04-05,0.09265944361686707
66,2001-04-06,-0.009911893866956234
67,2001-04-09,0.017130171880126
68,2001-04-10,0.04426944255828857
69,2001-04-11,0.006032181903719902
70,2001-04-12,0.03564289584755898
71,2001-04-16,-0.02235444448888302
72,2001-04-17,0.01135052833706141
73,2001-04-18,0.06424854695796967
74,2001-04-19,0.03988996893167496
75,2001-04-20,0.01410933397710323
76,2001-04-23,-0.01086956541985273
77,2001-04-24,-0.01025636587291956
78,2001-04-25,0.03168022632598877
79,2001-04-26,-0.008035660721361637
80,2001-04-27,-0.02907557599246502
81,2001-04-30,0.009386132471263409
82,2001-05-01,0.03571952879428864
83,2001-05-02,-0.005842896644026041
84,2001-05-03,-0.01763192750513554
85,2001-05-04,0.03239459171891212
86,2001-05-07,0.008904554881155491
87,2001-05-08,0.009526482783257961
88,2001-05-09,-0.02303630486130714
89,2001-05-10,-0.005681839771568775
90,2001-05-11,-0.008571406826376915
91,2001-05-14,-0.00979827530682087
92,2001-05-15,-0.006548378616571426
93,2001-05-16,0.01303657609969378
94,2001-05-17,-0.0143175795674324
95,2001-05-18,-0.001170657225884497
96,2001-05-21,0.01028057932853699
97,2001-05-22,0.02209618501365185
98,2001-05-23,-0.008675873279571533
99,2001-05-24,0.0289814118295908
100,2001-05-25,-0.01129388622939587
101,2001-05-29,-0.008038461208343506
102,2001-05-30,-0.0163490753620863
103,2001-05-31,-0.000144560428452678
104,2001-06-01,0.01676779426634312
105,2001-06-04,0.006255366373807192
106,2001-06-05,0.02571347542107105
107,2001-06-06,-0.003305755788460374
108,2001-06-07,0.0182421188801527
109,2001-06-08,-0.006650350987911224
110,2001-06-11,-0.01461947895586491
111,2001-06-12,-0.0005546438624151051
112,2001-06-13,-0.01928411982953548
113,2001-06-14,-0.02532183937728405
114,2001-06-15,-0.0127722043544054
115,2001-06-18,-0.01675976812839508
116,2001-06-19,0.006578984204679728
117,2001-06-20,0.03104581125080585
118,2001-06-21,0.006194966845214367
119,2001-06-22,-0.01446154899895191
120,2001-06-25,0.0002905222063418478
121,2001-06-26,0.01873639784753323
122,2001-06-27,0.01425720006227493
123,2001-06-28,0.0224908422678709
124,2001-06-29,0.003574403934180737
125,2001-07-02,-0.03287673369050026
126,2001-07-03,-0.00184132088907063
127,2001-07-05,-0.02781324088573456
128,2001-07-06,-0.0357612669467926
129,2001-07-09,-0.005600895266979933
130,2001-07-10,-0.01841983571648598
131,2001-07-11,0.03132748976349831
132,2001-07-12,0.07669170945882797
133,2001-07-13,-0.003631314728409052
134,2001-07-16,-0.002242725575342774
135,2001-07-17,0.008991281501948833
136,2001-07-18,-0.01740462332963943
137,2001-07-19,0.02834065444767475
138,2001-07-20,-0.04671350866556168
139,2001-07-23,-0.03021110035479069
140,2001-07-24,-0.01147707086056471
141,2001-07-25,0.01749100908637047
142,2001-07-26,-0.01318919658660889
143,2001-07-27,-0.01681927032768726
144,2001-07-30,0.00504050450399518
145,2001-07-31,0.005927042104303837
146,2001-08-01,0.004230227787047625
147,2001-08-02,0.01474342867732048
148,2001-08-03,-0.008302410133183002
149,2001-08-06,-0.01136196963489056
150,2001-08-07,0.003326799254864454
