,date,ret
0,2001-01-02,-0.06253653019666672
1,2001-01-03,0.1521196961402893
2,2001-01-04,-0.02380952425301075
3,2001-01-05,-0.04323725029826164
4,2001-01-08,-0.01390498224645853
5,2001-01-09,-0.01527614612132311
6,2001-01-10,0.03579952195286751
7,2001-01-11,0.01843317970633507
8,2001-01-12,-0.01583710499107838
9,2001-01-16,0.01149425283074379
10,2001-01-17,0.0
11,2001-01-18,-0.02163636311888695
12,2001-01-19,0.03197674453258514
13,2001-01-22,0.01971830986440182
14,2001-01-23,0.02541436441242695
15,2001-01-24,0.01616379246115685
16,2001-01-25,-0.03658536449074745
17,2001-01-26,0.009906439110636711
18,2001-01-29,0.01065943203866482
19,2001-01-30,0.02338019944727421
20,2001-01-31,-0.04105549305677414
21,2001-02-01,0.03912085294723511
22,2001-02-02,-0.03587138652801514
23,2001-02-05,-0.01632152125239372
24,2001-02-06,-0.02809992432594299
25,2001-02-07,-0.0344194583594799
26,2001-02-08,0.007129277568310499
27,2001-02-09,0.01698917523026466
28,2001-02-12,0.01624129898846149
29,2001-02-13,-0.03287670016288757
30,2001-02-14,-0.01558075100183487
31,2001-02-15,0.02829733304679394
32,2001-02-16,-0.05317161604762077
33,2001-02-20,-0.05418719351291656
34,2001-02-21,-0.01666665077209473
35,2001-02-22,0.02966096810996532
36,2001-02-23,-0.01193411555141211
37,2001-02-26,0.02353188395500183
38,2001-02-27,0.0004068492853548378
39,2001-02-28,-0.06701236963272095
40,2001-03-01,-0.00152587890625
41,2001-03-02,-0.002292316174134612
42,2001-03-05,0.008205689489841461
43,2001-03-06,0.03472595661878586
44,2001-03-07,-0.004195086658000946
45,2001-03-08,-0.03370191901922226
46,2001-03-09,-0.05177111551165581
47,2001-03-12,-0.05183910578489304
48,2001-03-13,0.06085591390728951
49,2001-03-14,-0.04113813862204552
50,2001-03-15,0.04814674332737923
51,2001-03-16,-0.004547969438135624
52,2001-03-19,0.03872072324156761
53,2001-03-20,-0.04266554489731789
54,2001-03-21,-0.02366181463003159
55,2001-03-22,0.01070592552423477
56,2001-03-23,0.04539627209305763
57,2001-03-26,-0.006346728652715683
58,2001-03-27,0.04773646593093872
59,2001-03-28,-0.06684491783380508
60,2001-03-29,0.009742102585732937
61,2001-03-30,-0.03405221551656723
62,2001-04-02,-0.01104576792567968
63,2001-04-03,-0.03386414051055908
64,2001-04-04,-0.04648873209953308
65,2001-04-05,0.109248049557209
66,2001-04-06,-0.02093026787042618
67,2001-04-09,-0.002375260693952441
68,2001-04-10,0.0453571155667305
69,2001-04-11,0.03974496573209763
70,2001-04-12,0.02957280166447163
71,2001-04-16,-0.02361703477799892
72,2001-04-17,0.01438221521675587
73,2001-04-18,0.07035449147224426
74,2001-04-19,-0.01966883055865765
75,2001-04-20,-0.01955162920057774
76,2001-04-23,-0.0282250102609396
77,2001-04-24,-0.01678138598799706
78,2001-04-25,0.01553608477115631
79,2001-04-26,-0.003555288072675467
80,2001-04-27,0.004865440540015697
81,2001-04-30,-0.01979776099324226
82,2001-05-01,0.01701430417597294
83,2001-05-02,0.05774418264627457
84,2001-05-03,-0.02040816284716129
85,2001-05-04,0.01249996852129698
86,2001-05-07,-0.01224274560809135
87,2001-05-08,-0.007915863767266273
88,2001-05-09,-0.006194187328219414
89,2001-05-10,-0.001584634650498629
90,2001-05-11,-0.01756431721150875
91,2001-05-14,0.01346257422119379
92,2001-05-15,0.007970244623720646
93,2001-05-16,0.05376909300684929
94,2001-05-17,-0.02001000568270683
95,2001-05-18,-0.007146472577005625
96,2001-05-21,0.04781492426991463
97,2001-05-22,0.0136408181861043
98,2001-05-23,-0.03862908110022545
99,2001-05-24,0.005538725294172764
100,2001-05-25,-0.01892838627099991
101,2001-05-29,-0.01102492678910494
102,2001-05-30,-0.02188269235193729
103,2001-05-31,0.00358797307126224
104,2001-06-01,0.0168243795633316
105,2001-06-04,-0.00196478608995676
106,2001-06-05,0.008703723549842834
107,2001-06-06,-0.01859268173575401
108,2001-06-07,0.01423488184809685
109,2001-06-08,-0.01589268259704113
110,2001-06-11,-0.03513001650571823
111,2001-06-12,-0.00163027411326766
112,2001-06-13,-0.02939251996576786
113,2001-06-14,-0.0241139680147171
114,2001-06-15,0.02620387077331543
115,2001-06-18,-0.007167648989707232
116,2001-06-19,-0.005301761906594038
117,2001-06-20,0.002494910731911659
118,2001-06-21,0.05203618109226227
119,2001-06-22,-0.009677436202764511
120,2001-06-25,-0.01248644478619099
121,2001-06-26,-0.007146717049181461
122,2001-06-27,-0.0310077853500843
123,2001-06-28,-0.01028573140501976
124,2001-06-29,-0.009237822145223618
125,2001-07-02,-0.01398606691509485
126,2001-07-03,-0.007092180661857128
127,2001-07-05,0.0
128,2001-07-06,-0.01071430370211601
129,2001-07-09,-0.01432003453373909
130,2001-07-10,-0.003784704953432083
131,2001-07-11,0.0
132,2001-07-12,0.06066182255744934
133,2001-07-13,-0.004621623549610376
134,2001-07-16,-0.03192106634378433
135,2001-07-17,0.02937646210193634
136,2001-07-18,-0.02154919691383839
137,2001-07-19,-0.01190476212650537
138,2001-07-20,-0.000602446380071342
139,2001-07-23,-0.0145870903506875
140,2001-07-24,0.001345737837255001
141,2001-07-25,0.01649356819689274
142,2001-07-26,0.01730772294104099
143,2001-07-27,0.003544426988810301
144,2001-07-30,-0.02511196956038475
145,2001-07-31,0.005683894269168377
146,2001-08-01,0.02633471228182316
147,2001-08-02,0.01113069243729115
148,2001-08-03,-0.009270023554563522
149,2001-08-06,-0.01812869124114513
150,2001-08-07,-0.00488381227478385
